"IP","Identity","User","Time","Timezone","Request","Status","Bytes","HTTP referrer","Useragent","Date"
"192.0.102.40","-","-","[09/Nov/2023:01:54:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"162.216.149.90","-","-","[09/Nov/2023:01:56:03","+0000]","GET / HTTP/1.1",200,4115,"-","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:01:59:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:04:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:09:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"78.153.140.219","-","-","[09/Nov/2023:02:13:35","+0000]","GET / HTTP/1.0",400,627,"-","-",2023-11-09
"78.153.140.219","-","-","[09/Nov/2023:02:13:35","+0000]","GET /.env HTTP/1.1",404,4182,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:14:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:19:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:24:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"188.166.158.186","-","-","[09/Nov/2023:02:28:48","+0000]","GET / HTTP/1.1",200,4110,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:29:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"161.35.185.225","-","-","[09/Nov/2023:02:32:25","+0000]","GET /robots.txt HTTP/1.1",404,4096,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",2023-11-09
"146.190.152.167","-","-","[09/Nov/2023:02:32:28","+0000]","GET / HTTP/1.1",200,4073,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.0; +https://openai.com/gptbot)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:34:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"184.105.139.69","-","-","[09/Nov/2023:02:36:08","+0000]","GET / HTTP/1.1",200,3469,"http://46.101.144.32/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:39:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"167.71.185.99","-","-","[09/Nov/2023:02:42:02","+0000]","GET / HTTP/1.1",200,4073,"-","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:44:39","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"188.166.150.46","-","-","[09/Nov/2023:02:45:04","+0000]","GET / HTTP/1.1",200,4073,"-","Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)",2023-11-09
"180.149.125.168","-","-","[09/Nov/2023:02:49:17","+0000]","GET /c/ HTTP/1.1",404,3540,"http://46.101.144.32/c/","Mozilla/5.0 (Windows NT 5.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:49:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:54:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"31.202.81.212","-","-","[09/Nov/2023:02:55:15","+0000]","GET / HTTP/1.0",200,3831,"-","-",2023-11-09
"51.159.103.17","-","-","[09/Nov/2023:02:55:50","+0000]","GET / HTTP/1.1",200,4158,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",2023-11-09
"83.97.73.87","-","-","[09/Nov/2023:02:58:23","+0000]","GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1",200,4026,"http://46.101.144.32:80/?XDEBUG_SESSION_START=phpstorm","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:02:59:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:04:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:09:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"20.208.132.63","-","-","[09/Nov/2023:03:12:41","+0000]","GET /wp-content/plugins/WordPressCore/include.php HTTP/1.1",404,3610,"-","python-requests/2.27.1",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:14:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:19:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:24:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:29:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"78.43.199.216","-","-","[09/Nov/2023:03:30:24","+0000]","GET / HTTP/1.0",200,3831,"-","-",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:34:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:39:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"103.149.192.207","-","-","[09/Nov/2023:03:43:03","+0000]","GET / HTTP/1.1",200,3469,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:44:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:49:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"83.249.83.10","-","-","[09/Nov/2023:03:50:02","+0000]","GET / HTTP/1.0",200,3831,"-","-",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:54:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"83.97.73.87","-","-","[09/Nov/2023:03:59:18","+0000]","GET /actuator/gateway/routes HTTP/1.1",404,4097,"http://46.101.144.32:80/actuator/gateway/routes","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:03:59:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:04:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:09:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"74.82.47.3","-","-","[09/Nov/2023:04:13:52","+0000]","GET / HTTP/1.1",200,3469,"-","Mozilla/5.0 (X11; Linux x86_64; rv:107.0) Gecko/20100101 Firefox/107.0",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:14:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:19:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"74.82.47.3","-","-","[09/Nov/2023:04:22:31","+0000]","GET /favicon.ico HTTP/1.1",404,3540,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:24:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"74.82.47.3","-","-","[09/Nov/2023:04:25:37","+0000]","GET / HTTP/1.1",200,4007,"-","Mozilla/5.0 (X11; Linux x86_64; rv:107.0) Gecko/20100101 Firefox/107.0",2023-11-09
"74.82.47.3","-","-","[09/Nov/2023:04:29:20","+0000]","GET /geoserver/web/ HTTP/1.1",404,3540,"-","Mozilla/5.0 (X11; Linux x86_64; rv:102.0) Gecko/20100101 Firefox/102.0",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:29:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"74.82.47.3","-","-","[09/Nov/2023:04:30:15","+0000]","GET /.git/config HTTP/1.1",404,3540,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2023-11-09
"203.33.203.148","-","-","[09/Nov/2023:04:31:50","+0000]","GET / HTTP/1.1",200,4026,"http://46.101.144.32","Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:34:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:39:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:44:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:49:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:54:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:04:59:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:04:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:09:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:14:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:19:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:24:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:29:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:34:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:39:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:44:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:49:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:54:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"167.94.138.125","-","-","[09/Nov/2023:05:55:57","+0000]","GET / HTTP/1.1",200,4115,"-","-",2023-11-09
"167.94.138.125","-","-","[09/Nov/2023:05:55:59","+0000]","GET / HTTP/1.1",200,4007,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)",2023-11-09
"167.94.138.125","-","-","[09/Nov/2023:05:55:59","+0000]","GET /favicon.ico HTTP/1.1",404,4097,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:05:59:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:04:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:09:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"185.180.143.136","-","-","[09/Nov/2023:06:11:22","+0000]","GET / HTTP/1.1",200,3519,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:14:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:19:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:24:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:29:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:34:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:39:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"167.248.133.35","-","-","[09/Nov/2023:06:40:48","+0000]","GET / HTTP/1.1",200,4115,"-","-",2023-11-09
"167.248.133.35","-","-","[09/Nov/2023:06:40:48","+0000]","GET / HTTP/1.1",200,4007,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)",2023-11-09
"167.248.133.35","-","-","[09/Nov/2023:06:40:49","+0000]","GET /favicon.ico HTTP/1.1",404,4097,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:44:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:49:38","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"35.203.210.34","-","-","[09/Nov/2023:06:51:55","+0000]","GET / HTTP/1.1",200,4115,"http://46.101.144.32:80/","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:54:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:06:59:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:04:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"104.250.237.24","-","-","[09/Nov/2023:07:05:33","+0000]","GET /wp-content/plugins/fix/up.php HTTP/1.1",404,4228,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",2023-11-09
"161.35.161.94","-","-","[09/Nov/2023:07:08:08","+0000]","GET /dindex.html HTTP/1.1",200,4433,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:09:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:14:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:19:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:24:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"185.220.100.242","-","-","[09/Nov/2023:07:26:58","+0000]","GET / HTTP/1.1",200,4031,"http://talmedos.com","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:29:37","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:34:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.241.236.85","-","-","[09/Nov/2023:07:37:54","+0000]","GET / HTTP/1.1",200,3469,"-","Mozilla/5.0 zgrab/0.x",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:39:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:44:36","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:49:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:54:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:07:59:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"192.0.102.40","-","-","[09/Nov/2023:08:04:35","+0000]","HEAD / HTTP/1.1",200,3836,"-","jetmon/1.0 (Jetpack Site Uptime Monitor by WordPress.com)",2023-11-09
"13.40.2.76","-","-","[09/Nov/2023:08:05:23","+0000]","GET /favicon.ico HTTP/1.1",404,3540,"-","'Cloud mapping experiment. Contact research@pdrlabs.net'",2023-11-09
